Independent Variables
"17,88131.04,32.59,1,8"
"5,96774.51,46.53,1,2"
"17,88131.04,32.59,1,10"
"8,96657.41,46.47,1,3"
"17,88131.04,32.59,1,2"
"6,96651.98,46.47,1,9"
"17,88131.04,32.59,1,16"
"5,96624.8,46.45,1,7"
"17,88131.04,32.59,1,20"
"17,96524.48,35.7,1,10"
"17,88131.04,32.59,1,1"
"17,96524.48,35.7,1,9"
"17,88131.04,32.59,1,6"
"17,96524.48,35.7,1,5"
"17,88131.04,32.59,1,2"
"17,96504.48,46.4,1,5"
"17,88131.04,32.59,1,15"
"17,88131.04,32.59,1,14"
"17,88131.04,32.59,1,18"
"17,88131.04,32.59,1,7"
"17,88131.04,32.59,1,6"
"17,88131.04,32.59,1,3"
"17,88131.04,32.59,1,8"
"15,88127.34,42.37,1,15"
"10,88094.88,42.35,1,7"
"15,88072.63,42.34,1,1"
"15,88062.63,42.34,1,17"
"15,88016.68,42.32,1,19"
"5,87982.19,42.3,1,17"
"12,87895.84,42.26,1,7"
"14,87894.1,42.26,1,15"
"15,87677.87,42.15,1,1"
"15,87662.32,42.15,1,4"
"1,87638.88,42.13,1,1"
"4,87627.36,42.13,1,4"
"15,87606.08,42.12,1,7"
"10,87596.97,42.11,1,14"
"7,87591.46,42.11,1,13"
"15,87580.8,42.11,1,4"
"14,87557.36,42.09,1,4"
"10,87550,42.09,1,17"
"10,87550,42.09,1,13"
"8,87500.26,42.07,1,7"
"14,87500,42.07,1,9"
"4,87439.5,42.04,1,10"
"4,87439.5,42.04,1,20"
"4,87439.28,42.04,1,11"
"8,87373,42.01,1,18"
"15,87324.32,41.98,1,4"
"6,87323.21,41.98,1,7"
"15,87252.34,41.95,1,3"
"5,87195.98,41.92,1,20"
"15,87186.25,41.92,1,9"
"14,92592.58,44.52,1,2"
"10,96500,46.39,1,1"
"14,92441.85,44.44,1,13"
"15,96490.85,46.39,1,18"
"5,92325.83,44.39,1,17"
"14,96460.09,46.38,1,16"
"6,92274.32,44.36,1,12"
"15,92210.88,44.33,1,11"
"5,92137.59,44.3,1,3"
"6,92088.14,44.27,1,6"
"6,92088.14,44.27,1,20"
"6,92088.14,44.27,1,12"
"6,92088.14,44.27,1,18"
"6,92063.25,44.26,1,11"
"6,92063.25,44.26,1,9"
"3,92000,44.23,1,9"
"3,92000,44.23,1,13"
"3,92000,44.23,1,3"
"4,91816.45,44.14,1,16"
"4,91815.42,44.14,1,2"
"6,91689.68,44.08,1,5"
"6,91689.68,44.08,1,20"
"6,91689.68,44.08,1,5"
"14,91500,43.99,1,18"
"15,91474.46,43.98,1,1"
"6,91347.9,43.92,1,18"
"5,91280.54,43.88,1,6"
"7,91278.4,43.88,1,20"
"15,91268.29,43.88,1,3"
"4,91240.04,43.87,1,4"
"14,91159.52,43.83,1,2"
"14,91159.52,43.83,1,2"
"14,91159.52,43.83,1,20"
"14,91159.52,43.83,1,11"
"15,91159.12,43.83,1,9"
"14,91159.12,43.83,1,1"
"15,91159.07,43.83,1,10"
"15,91159.01,43.83,1,19"
"5,91141.19,43.82,1,6"
"15,91085.18,43.79,1,10"
"10,91049.49,43.77,1,6"
"5,91032.88,43.77,1,18"
"5,91000,43.75,1,11"
"1,90975.09,43.74,1,3"
"5,90971.33,43.74,1,13"
"16,90965.65,43.73,1,6"
"4,90934.55,43.72,1,7"
"10,90927.11,43.71,1,13"
"10,90858.39,43.68,1,9"
"4,90783,43.65,1,16"
"15,90646.09,43.58,1,17"
"15,90620.48,43.57,1,11"
"5,90614.51,43.56,1,19"
"15,87143.74,41.9,1,8"
"10,87131.22,41.89,1,3"
"3,87125,41.89,1,1"
"6,87121.84,41.89,1,6"
"12,87084.91,41.87,1,15"
"15,87066,41.86,1,2"
"15,87036.07,41.84,1,15"
"15,86984.85,41.82,1,12"
